# x  g 
0.050000	40410487196321439744.000000
0.150000	3640168766527369641984.000000
0.250000	31912245803548093186048.000000
0.350000	138275779276883275808768.000000
0.450000	422560918354054315245568.000000
0.550000	1046361373750071562076160.000000
0.650000	2249689356394353632739328.000000
0.750000	4368956190997284179148800.000000
0.850000	7856299549365469815242752.000000
0.950000	13300275788126385520771072.000000
1.050000	21447933299089165908967424.000000
1.150000	33228280090646774651289600.000000
1.250000	49777156018667643614527488.000000
1.350000	72463517178787127745314816.000000
1.450000	102917136962900256415023104.000000
1.550000	143057725175310649841942528.000000
1.650000	195125463403010408962850816.000000
1.750000	261712951545251616614514688.000000
1.850000	345798557035004201896247296.000000
1.950000	450781154835164225226145792.000000
2.050000	580516242771664843810275328.000000
2.150000	739353413179669387820400640.000000
2.250000	932175158196161659162066944.000000
2.350000	1164436982337552701231988736.000000
2.450000	1442208792263846130412945408.000000
2.550000	1772217529857826546528550912.000000
2.650000	2161891010946748375111827456.000000
2.750000	2619402928175159879613284352.000000
2.850000	3153718972706267643825356800.000000
2.950000	3774644025596195358745034752.000000
3.050000	4492870365862618835569344512.000000
3.150000	5320026838456078074600488960.000000
3.250000	6268728921563401610944577536.000000
3.350000	7352629628919934671369797632.000000
3.450000	8586471179106025337497059328.000000
3.550000	9986137360154475981535444992.000000
3.650000	11568706514204181228121227264.000000
3.750000	13352505063437984549142790144.000000
3.850000	15357161495097817206762766336.000000
3.950000	17603660720050041873523277824.000000
4.050000	20114398716143918735828189184.000000
4.150000	22913237364470370695376797696.000000
4.250000	26025559383680941583427960832.000000
4.350000	29478323264598652722006196224.000000
4.450000	33300118104693162352989700096.000000
4.550000	37521218239419062763489591296.000000
4.650000	42173637564937716586503995392.000000
4.750000	47291183444643428341662089216.000000
4.850000	52909510089677131167186288640.000000
4.950000	59066171301929932074680057856.000000
5.050000	65800672466166755794106712064.000000
5.150000	73154521676581515855365406720.000000
5.250000	81171279881730400177126113280.000000
5.350000	89896609930725641129060990976.000000
5.450000	99378324402877987556668997632.000000
5.550000	109666432102081903033438961664.000000
5.650000	120813183097235473911515185152.000000
5.750000	132873112189550003248500310016.000000
5.850000	145903080687783724577869266944.000000
5.950000	159962316372963004952172560384.000000
6.050000	175112451534438379755336105984.000000
6.150000	191417558960229890824698068992.000000
6.250000	208944185765710961160967159808.000000
6.350000	227761384945771916123319566336.000000
6.450000	247940744537654436776281899008.000000
6.550000	269556414283072881465296420864.000000
6.650000	292685129680694157724362997760.000000
6.750000	317406233322455000619981733888.000000
6.850000	343801693409210874468868554752.000000
6.950000	371956119345443359644830400512.000000
7.050000	401956774314060830038216933376.000000
7.150000	433893584737357923436998950912.000000
7.250000	467859146533291943036387852288.000000
7.350000	503948728078958935689725476864.000000
7.450000	542260269799769845137701601280.000000
7.550000	582894380304196795689630433280.000000
7.650000	625954328990749441956220239872.000000
7.750000	671546035057856631144791932928.000000
7.850000	719778052851183776077675757568.000000
7.950000	770761553490853861069011550208.000000
8.050000	824610302722206223992434458624.000000
8.150000	881440634944158861246513283072.000000
8.250000	941371423369849536386875523072.000000
8.350000	1004524046285523819628328910848.000000
8.450000	1071022349372991778136273190912.000000
8.550000	1140992604074256856015253274624.000000
8.650000	1214563461977502010204389113856.000000
8.750000	1291865905212286612609687355392.000000
8.850000	1373033192850319432098970075136.000000
8.950000	1458200803307898571882863001600.000000
9.050000	1547506372762520917797377146880.000000
9.150000	1641089629593543120970441555968.000000
9.250000	1739092324869029588515889872896.000000
9.350000	1841658158907950682379426725888.000000
9.450000	1948932703947149483527488143360.000000
9.550000	2061063322958844108267218534400.000000
9.650000	2178199084663011677803351375872.000000
9.750000	2300490674791864292998387859456.000000
9.850000	2428090303664173146282309713920.000000
9.950000	2561151610139117367921758699520.000000
10.050000	2699829562024611859671940071424.000000
10.150000	2844280353018448601829825576960.000000
10.250000	2994661296273737275044083531776.000000
10.350000	3151130714676659888824367710208.000000
10.450000	3313847827938871614857961013248.000000
10.550000	3482972636615685967888162750464.000000
10.650000	3658665803148466563360927776768.000000
10.750000	3841088530067938973928029945856.000000
10.850000	4030402435459169897320888139776.000000
10.950000	4226769425838401927768419860480.000000
11.050000	4430351566560278110201360416768.000000
11.150000	4641310949900502021591909007360.000000
11.250000	4859809560962070844921752846336.000000
11.350000	5086009141542192400533857239040.000000
11.450000	5320071052123030720219378089984.000000
11.550000	5562156132140690017913768247296.000000
11.650000	5812424558688829057662145527808.000000
11.750000	6071035703832128032505979731968.000000
11.850000	6338147990682918929856091652096.000000
11.950000	6613918748426229887474268635136.000000
12.050000	6898504066462345824771910926336.000000
